Date,Weather,Year,Month,Hour,Holiday,Normalized_Temperature,Normalized_Feeling_Temperature,Normalized_Humidity,Windspeed,Count_of_Casual_Users,Count_of_Registered_Users,Count_of_Rented_Bikes
27/04/13,"Clear, Few clouds, Partly cloudy",2013,4,6,0,0.565833333,0.538633333,0.948988764,0.26381236,5,80,85
09/11/14,"Clear, Few clouds, Partly cloudy",2014,11,14,0,0.46125,0.456166667,0.38,0.20411236,67,207,274
16/05/14,"Clear, Few clouds, Partly cloudy",2014,5,21,0,0.642916667,0.619988889,0.733370787,0.197370787,63,330,393
17/11/14,"Clear, Few clouds, Partly cloudy",2014,11,4,0,0.242916667,0.231744444,0.704494382,0.20411236,1,6,7
13/01/14,"Clear, Few clouds, Partly cloudy",2014,1,13,0,0.265833333,0.224877778,0.331123596,0.531388764,14,140,154
08/07/13,"Clear, Few clouds, Partly cloudy",2013,7,19,0,0.662916667,0.614988889,0.841235955,0.094094382,45,225,270
19/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,23,0,0.587083333,0.546055556,0.944494382,0.367188764,14,55,69
11/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,11,0,0.6125,0.595344444,0.73,0.17431236,31,93,124
23/07/13,"Clear, Few clouds, Partly cloudy",2013,7,11,0,0.910833333,0.834866667,0.378988764,0.205235955,62,155,217
03/12/14,"Clear, Few clouds, Partly cloudy",2014,12,1,0,0.402083333,0.420766667,0.826741573,0.135423596,2,11,13
19/08/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,8,14,0,0.645833333,0.610544444,0.738988764,0.004494382,41,108,149
20/03/14,"Clear, Few clouds, Partly cloudy",2014,3,22,0,0.545833333,0.527422222,0.772247191,0.006741573,32,156,188
20/01/14,"Clear, Few clouds, Partly cloudy",2014,1,1,0,0.265416667,0.274366667,0.488988764,0.139917978,0,16,16
18/10/14,"Clear, Few clouds, Partly cloudy",2014,10,0,0,0.469166667,0.470611111,0.89011236,0.194,4,53,57
11/08/14,"Clear, Few clouds, Partly cloudy",2014,8,16,0,0.812083333,0.728411111,0.46,0.30861236,227,304,531
18/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,11,0,0.442916667,0.442177778,0.827865169,0.167570787,129,240,369
07/08/13,"Clear, Few clouds, Partly cloudy",2013,8,18,0,0.724583333,0.708111111,0.745617978,0.098588764,74,155,229
12/11/14,"Clear, Few clouds, Partly cloudy",2014,11,11,1,0.532083333,0.505,0.722247191,0.17431236,112,256,368
04/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,10,0,0.72125,0.703666667,0.743370787,0.260441573,42,131,173
04/05/13,"Clear, Few clouds, Partly cloudy",2013,5,17,0,0.410416667,0.424655556,0.711123596,0.257070787,22,388,410
09/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,6,0,0.40875,0.410766667,0.507865169,0.361570787,2,83,85
01/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,11,0,0.830833333,0.813555556,0.595617978,0.230641573,26,86,112
30/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,20,0,0.545416667,0.521311111,0.604494382,0.142165169,57,374,431
02/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,5,0,0.321666667,0.322088889,0.663370787,0.169817978,1,25,26
17/01/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,1,4,0,0.33125,0.308555556,0.668988764,0.33851236,0,3,3
20/07/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,7,11,0,0.729583333,0.701444444,0.743370787,0.202988764,51,162,213
09/09/14,"Clear, Few clouds, Partly cloudy",2014,9,20,0,0.623333333,0.632311111,0.412247191,0.284723596,91,265,356
28/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,12,0,0.3925,0.399455556,0.434494382,0.011235955,105,277,382
22/11/14,"Clear, Few clouds, Partly cloudy",2014,11,6,1,0.266666667,0.280477778,0.711235955,0.11461236,2,15,17
02/05/14,"Clear, Few clouds, Partly cloudy",2014,5,17,0,0.61,0.602566667,0.733370787,0.257070787,70,659,729
28/01/13,"Clear, Few clouds, Partly cloudy",2013,1,18,0,0.242083333,0.229522222,0.755617978,0.200741573,2,108,110
22/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,11,0,0.451666667,0.449955556,0.776741573,0.007865169,10,136,146
08/07/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,7,15,0,0.804166667,0.8029,0.635617978,0.360447191,39,102,141
27/01/13,"Clear, Few clouds, Partly cloudy",2013,1,16,0,0.225,0.239522222,0.556741573,0.199617978,1,23,24
12/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,9,0,0.2875,0.2929,0.615617978,0.136547191,13,273,286
23/02/14,"Clear, Few clouds, Partly cloudy",2014,2,22,0,0.444166667,0.447733333,0.545617978,0.261565169,19,118,137
10/03/14,"Clear, Few clouds, Partly cloudy",2014,3,6,0,0.225,0.215988889,0.45011236,0.294835955,1,12,13
03/01/13,"Clear, Few clouds, Partly cloudy",2013,1,12,0,0.227916667,0.216544444,0.356741573,0.301870787,13,49,62
23/09/13,"Clear, Few clouds, Partly cloudy",2013,9,20,0,0.604583333,0.529088889,0.944494382,0.008988764,21,159,180
02/04/14,"Clear, Few clouds, Partly cloudy",2014,4,7,0,0.350833333,0.305777778,0.671235955,0.394841573,12,295,307
03/03/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,3,8,0,0.362083333,0.386022222,0.931123596,0.008988764,2,47,49
13/02/14,"Clear, Few clouds, Partly cloudy",2014,2,17,0,0.365833333,0.364055556,0.23,0.199617978,8,399,407
19/02/13,"Clear, Few clouds, Partly cloudy",2013,2,11,0,0.449583333,0.446622222,0.162247191,0.589965169,47,77,124
18/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,18,0,0.746666667,0.698466667,0.558988764,0.199617978,118,264,382
25/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,14,0,0.309583333,0.3483,0.458988764,0.011235955,11,58,69
13/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,2,0,0.549166667,0.521866667,0.686741573,0.167570787,22,60,82
10/06/13,"Clear, Few clouds, Partly cloudy",2013,6,18,0,0.8075,0.788255556,0.594494382,0.23401236,96,367,463
21/05/13,"Clear, Few clouds, Partly cloudy",2013,5,3,0,0.484166667,0.480811111,0.824494382,0.11461236,7,13,20
27/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,12,0,0.6725,0.598677778,0.89,0.135423596,33,129,162
15/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,5,0,0.260833333,0.307444444,0.755617978,0.01011236,0,3,3
30/06/13,"Clear, Few clouds, Partly cloudy",2013,6,21,0,0.7275,0.657611111,0.371123596,0.105623596,81,243,324
07/08/13,"Clear, Few clouds, Partly cloudy",2013,8,10,0,0.80625,0.804111111,0.662247191,0.135423596,88,178,266
30/08/13,"Clear, Few clouds, Partly cloudy",2013,8,18,0,0.7025,0.6514,0.458988764,0.172065169,60,517,577
01/03/14,"Clear, Few clouds, Partly cloudy",2014,2,5,0,0.263333333,0.290677778,0.75,0.09971236,0,29,29
28/05/14,"Clear, Few clouds, Partly cloudy",2014,5,22,1,0.74875,0.708666667,0.708988764,0.17431236,47,110,157
15/02/13,"Clear, Few clouds, Partly cloudy",2013,2,8,0,0.202916667,0.194577778,0.328988764,0.363817978,10,213,223
04/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,21,0,0.21125,0.274266667,0.441123596,0.008988764,2,89,91
27/03/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,3,7,0,0.1675,0.167811111,0.866741573,0.17431236,0,7,7
01/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,15,0,0.746666667,0.682811111,0.46011236,0.226147191,48,187,235
31/05/14,"Clear, Few clouds, Partly cloudy",2014,5,7,0,0.61,0.612766667,0.645617978,0.292588764,18,490,508
08/10/13,"Clear, Few clouds, Partly cloudy",2013,10,3,0,0.450833333,0.443844444,0.884494382,0.008988764,4,17,21
20/01/14,"Clear, Few clouds, Partly cloudy",2014,1,2,0,0.264583333,0.282144444,0.482247191,0.141041573,0,11,11
03/08/14,"Clear, Few clouds, Partly cloudy",2014,8,7,0,0.70875,0.678366667,0.741123596,0.113488764,25,397,422
17/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,11,0,0.340833333,0.361833333,0.873370787,0.1045,2,74,76
16/01/14,"Clear, Few clouds, Partly cloudy",2014,1,15,1,0.265833333,0.225433333,0.45011236,0.453417978,17,175,192
16/06/14,"Clear, Few clouds, Partly cloudy",2014,6,5,0,0.542916667,0.524088889,0.687865169,0.105623596,2,22,24
30/11/13,"Clear, Few clouds, Partly cloudy",2013,11,11,0,0.385,0.410566667,0.546741573,0.305241573,10,113,123
23/11/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,11,3,0,0.505833333,0.501466667,0.943370787,0.361570787,1,3,4
19/04/14,"Clear, Few clouds, Partly cloudy",2014,4,17,0,0.602916667,0.632311111,0.44011236,0.0896,85,664,749
17/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,10,0,0.269166667,0.257955556,0.522247191,0.288094382,10,172,182
04/08/13,"Clear, Few clouds, Partly cloudy",2013,8,13,0,0.771666667,0.7221,0.582247191,0.001123596,63,142,205
23/12/14,"Clear, Few clouds, Partly cloudy",2014,12,10,0,0.224166667,0.2323,0.645617978,0.194,26,67,93
01/03/14,"Clear, Few clouds, Partly cloudy",2014,3,13,0,0.592083333,0.548833333,0.323370787,0.261565169,24,188,212
08/10/13,"Clear, Few clouds, Partly cloudy",2013,10,5,0,0.430416667,0.436422222,0.891235955,0.111241573,1,8,9
30/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,3,0,0.428333333,0.438644444,0.541123596,0.197370787,4,13,17
27/05/14,"Clear, Few clouds, Partly cloudy",2014,5,9,0,0.672083333,0.618322222,0.835617978,0.229517978,130,140,270
01/11/13,"Clear, Few clouds, Partly cloudy",2013,11,17,0,0.440416667,0.4494,0.551235955,0.17431236,36,470,506
11/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,6,0,0.168333333,0.195133333,0.55,0.143288764,0,27,27
13/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,0,0,0.2825,0.274366667,0.53011236,0.230641573,1,31,32
26/05/13,"Clear, Few clouds, Partly cloudy",2013,5,1,0,0.645,0.615544444,0.741235955,0.136547191,3,14,17
28/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,20,0,0.245,0.242855556,0.706741573,0.198494382,1,61,62
19/10/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,10,16,0,0.622083333,0.622766667,0.696741573,0.360447191,131,434,565
27/08/14,"Clear, Few clouds, Partly cloudy",2014,8,1,0,0.6325,0.571711111,0.89011236,0.098588764,3,5,8
15/09/14,"Clear, Few clouds, Partly cloudy",2014,9,23,0,0.550416667,0.516866667,0.602247191,0.001123596,47,182,229
15/02/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,7,0,0.3075,0.296788889,0.658988764,0.20411236,3,318,321
09/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,13,0,0.501666667,0.4898,0.673370787,0.14441236,54,184,238
25/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,4,0,0.4275,0.4342,0.947865169,0.33851236,1,8,9
22/04/13,"Clear, Few clouds, Partly cloudy",2013,4,6,0,0.34875,0.327644444,0.538988764,0.285847191,2,47,49
19/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,10,0,0.26875,0.288811111,0.934494382,0.14441236,1,47,48
11/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,9,0,0.329166667,0.318555556,0.495617978,0.306365169,20,282,302
26/07/13,"Clear, Few clouds, Partly cloudy",2013,7,19,0,0.829166667,0.754622222,0.434494382,0.309735955,69,329,398
15/02/14,"Clear, Few clouds, Partly cloudy",2014,2,5,0,0.292083333,0.2929,0.702247191,0.113488764,0,25,25
05/05/14,"Clear, Few clouds, Partly cloudy",2014,5,13,0,0.7525,0.691244444,0.556741573,0.143288764,217,308,525
04/03/14,"Clear, Few clouds, Partly cloudy",2014,3,23,0,0.260416667,0.274266667,0.418988764,0.197370787,2,24,26
17/01/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,1,21,1,0.169166667,0.168166667,0.807865169,0.197370787,3,25,28
28/10/13,"Clear, Few clouds, Partly cloudy",2013,10,0,0,0.34625,0.332088889,0.664494382,0.2537,4,40,44
11/11/13,"Clear, Few clouds, Partly cloudy",2013,11,8,1,0.302916667,0.279922222,0.421123596,0.360447191,9,250,259
24/09/14,"Clear, Few clouds, Partly cloudy",2014,9,12,0,0.567083333,0.5403,0.36011236,0.307488764,77,266,343
08/10/13,"Clear, Few clouds, Partly cloudy",2013,10,10,0,0.53125,0.516666667,0.771123596,0.003370787,120,218,338
30/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,7,1,0.6525,0.5756,0.942247191,0.005617978,12,20,32
22/12/14,"Clear, Few clouds, Partly cloudy",2014,12,5,0,0.266666667,0.228966667,0.488988764,0.421270787,0,5,5
10/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,9,0,0.386666667,0.4089,0.941123596,0.1343,31,50,81
26/09/13,"Clear, Few clouds, Partly cloudy",2013,9,15,0,0.73,0.694022222,0.62,0.137670787,52,158,210
27/06/14,"Clear, Few clouds, Partly cloudy",2014,6,8,0,0.627916667,0.628422222,0.431123596,0.339635955,49,639,688
24/01/14,"Clear, Few clouds, Partly cloudy",2014,1,16,0,0.408333333,0.425766667,0.716741573,0.137670787,35,244,279
21/10/14,"Clear, Few clouds, Partly cloudy",2014,10,9,0,0.47125,0.462833333,0.553370787,0.165323596,77,192,269
30/08/14,"Clear, Few clouds, Partly cloudy",2014,8,18,0,0.804166667,0.714322222,0.381123596,0.135423596,109,745,854
13/07/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,7,15,0,0.652083333,0.565044444,0.943370787,0.137670787,13,34,47
30/07/14,"Clear, Few clouds, Partly cloudy",2014,7,4,0,0.660833333,0.614988889,0.834494382,0.001123596,0,5,5
03/07/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,7,21,0,0.66875,0.619433333,0.837865169,0.167570787,75,93,168
25/09/14,"Clear, Few clouds, Partly cloudy",2014,9,16,0,0.672083333,0.630088889,0.392247191,0.307488764,59,436,495
22/01/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,1,19,0,0.17,0.186244444,0.863370787,0.1045,9,80,89
11/05/13,"Clear, Few clouds, Partly cloudy",2013,5,14,0,0.620416667,0.637866667,0.53,0.095217978,36,141,177
08/02/13,"Clear, Few clouds, Partly cloudy",2013,2,8,0,0.242916667,0.202555556,0.563370787,0.500365169,7,236,243
15/04/14,"Clear, Few clouds, Partly cloudy",2014,4,14,0,0.707916667,0.648622222,0.40011236,0.290341573,282,346,628
04/06/13,"Clear, Few clouds, Partly cloudy",2013,6,13,0,0.7425,0.653722222,0.288988764,0.143288764,188,269,457
02/04/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,4,1,0,0.427916667,0.428088889,0.884494382,0.091847191,0,6,6
13/02/14,"Clear, Few clouds, Partly cloudy",2014,2,16,0,0.37,0.360722222,0.231123596,0.202988764,5,207,212
14/10/14,"Clear, Few clouds, Partly cloudy",2014,10,3,0,0.42875,0.433644444,0.776741573,0.299623596,3,26,29
21/04/13,"Clear, Few clouds, Partly cloudy",2013,4,17,0,0.50125,0.498133333,0.298988764,0.167570787,79,403,482
13/07/13,"Clear, Few clouds, Partly cloudy",2013,7,10,0,0.820416667,0.765933333,0.465617978,0.195123596,33,81,114
10/11/14,"Clear, Few clouds, Partly cloudy",2014,11,3,0,0.3125,0.338855556,0.818988764,0.007865169,9,11,20
30/07/14,"Clear, Few clouds, Partly cloudy",2014,7,0,0,0.70125,0.672811111,0.745617978,0.100835955,12,47,59
03/04/14,"Clear, Few clouds, Partly cloudy",2014,4,1,0,0.390833333,0.406677778,0.465617978,0.23401236,0,12,12
23/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,20,0,0.624166667,0.585244444,0.84011236,0.0896,28,267,295
08/06/13,"Clear, Few clouds, Partly cloudy",2013,6,18,0,0.909583333,0.834866667,0.377865169,0.2239,61,398,459
17/01/14,"Clear, Few clouds, Partly cloudy",2014,1,23,0,0.465416667,0.457277778,0.72,0.390347191,1,60,61
08/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,17,0,0.801666667,0.760377778,0.551123596,0.288094382,107,751,858
29/08/13,"Clear, Few clouds, Partly cloudy",2013,8,20,0,0.65125,0.623422222,0.541235955,0.169817978,50,227,277
25/02/14,"Clear, Few clouds, Partly cloudy",2014,2,0,0,0.363333333,0.3383,0.431123596,0.392594382,5,56,61
19/04/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,4,0,0,0.420833333,0.439755556,0.775617978,0.01011236,5,20,25
09/07/13,"Clear, Few clouds, Partly cloudy",2013,7,15,0,0.845833333,0.7423,0.343370787,0.09971236,182,220,402
02/08/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,8,19,0,0.86375,0.770377778,0.364494382,0.228394382,85,369,454
23/01/13,"Clear, Few clouds, Partly cloudy",2013,1,23,0,0.06625,0.066711111,0.414494382,0.2239,4,17,21
07/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,0,0,0.545416667,0.531866667,0.94,0.232888764,1,13,14
09/01/13,"Clear, Few clouds, Partly cloudy",2013,1,4,0,0.085,0.097011111,0.532247191,0.200741573,0,2,2
06/03/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,3,7,0,0.422083333,0.425866667,1.004494382,0.455665169,0,6,6
25/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,6,1,0.221666667,0.2423,0.937865169,0.1343,1,7,8
24/01/13,"Clear, Few clouds, Partly cloudy",2013,1,10,0,0.11125,0.142511111,0.427865169,0.01011236,6,34,40
06/07/13,"Clear, Few clouds, Partly cloudy",2013,7,17,0,0.79125,0.749622222,0.591123596,0.227270787,79,518,597
27/02/14,"Clear, Few clouds, Partly cloudy",2014,2,15,0,0.530416667,0.513888889,0.255617978,0.419023596,24,150,174
26/03/13,"Clear, Few clouds, Partly cloudy",2013,3,13,0,0.32625,0.313,0.34011236,0.235135955,94,146,240
04/09/13,"Clear, Few clouds, Partly cloudy",2013,9,6,0,0.652083333,0.591911111,0.843370787,0.228394382,0,4,4
13/01/14,"Clear, Few clouds, Partly cloudy",2014,1,8,0,0.244583333,0.217655556,0.53011236,0.362694382,11,408,419
22/01/13,"Clear, Few clouds, Partly cloudy",2013,1,7,0,0.03125,0.020755556,0.444494382,0.290341573,0,8,8
01/07/14,"Clear, Few clouds, Partly cloudy",2014,7,3,0,0.722083333,0.7221,0.851235955,0.14441236,6,27,33
06/05/13,"Clear, Few clouds, Partly cloudy",2013,5,2,0,0.389583333,0.395566667,0.631235955,0.111241573,1,16,17
13/04/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,4,12,0,0.432083333,0.440866667,0.821123596,0.257070787,12,83,95
12/07/14,"Clear, Few clouds, Partly cloudy",2014,7,4,0,0.652083333,0.615544444,0.74011236,0.108994382,0,5,5
08/09/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,9,18,0,0.591666667,0.546055556,0.837865169,0.137670787,27,141,168
31/01/14,"Clear, Few clouds, Partly cloudy",2014,1,1,0,0.308333333,0.286033333,0.426741573,0.30861236,1,7,8
15/01/13,"Clear, Few clouds, Partly cloudy",2013,1,23,0,0.31,0.290677778,0.453370787,0.291465169,5,39,44
24/06/13,"Clear, Few clouds, Partly cloudy",2013,6,14,0,0.787083333,0.698111111,0.438988764,0.286970787,67,163,230
15/06/13,"Clear, Few clouds, Partly cloudy",2013,6,12,0,0.71,0.644733333,0.341123596,0.23401236,33,179,212
04/03/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,3,3,0,0.189166667,0.174477778,0.751235955,0.260441573,0,2,2
17/08/13,"Clear, Few clouds, Partly cloudy",2013,8,19,0,0.763333333,0.707,0.555617978,0.230641573,50,297,347
07/07/13,"Clear, Few clouds, Partly cloudy",2013,7,5,0,0.649166667,0.584133333,0.896741573,0.110117978,2,30,32
08/01/13,"Clear, Few clouds, Partly cloudy",2013,1,17,0,0.165,0.135088889,0.373370787,0.555570787,5,65,70
22/03/13,"Clear, Few clouds, Partly cloudy",2013,3,2,0,0.446666667,0.446066667,0.941123596,0.097465169,0,1,1
07/02/14,"Clear, Few clouds, Partly cloudy",2014,2,5,0,0.328333333,0.3433,0.49,0.098588764,0,15,15
20/05/13,"Clear, Few clouds, Partly cloudy",2013,5,19,0,0.582916667,0.546055556,0.647865169,0.097465169,49,253,302
03/07/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,7,7,0,0.650416667,0.5908,0.892247191,0.200741573,3,23,26
17/02/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,8,0,0.26875,0.318,1.004494382,0.008988764,4,516,520
20/06/14,"Clear, Few clouds, Partly cloudy",2014,6,2,0,0.663333333,0.621655556,0.835617978,0.17431236,1,6,7
09/02/13,"Clear, Few clouds, Partly cloudy",2013,2,0,0,0.102916667,0.090244444,0.361123596,0.36831236,0,17,17
02/09/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,9,15,0,0.740833333,0.712655556,0.741123596,0.143288764,179,176,355
27/09/13,"Clear, Few clouds, Partly cloudy",2013,9,22,0,0.610416667,0.559944444,0.88,0.092970787,19,102,121
28/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,15,0,0.364583333,0.336077778,0.44011236,0.262688764,44,171,215
01/09/13,"Clear, Few clouds, Partly cloudy",2013,9,4,0,0.560833333,0.546411111,0.836741573,0.092970787,0,8,8
17/05/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,5,5,0,0.524166667,0.513888889,0.944494382,0.261565169,0,23,23
19/06/14,"Clear, Few clouds, Partly cloudy",2014,6,9,0,0.64375,0.618322222,0.741235955,0.096341573,40,289,329
25/04/14,"Clear, Few clouds, Partly cloudy",2014,4,13,0,0.565833333,0.534188889,0.267865169,0.232888764,35,193,228
01/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,19,0,0.407083333,0.412433333,0.881235955,0.112365169,0,102,102
29/03/14,"Clear, Few clouds, Partly cloudy",2014,3,3,0,0.5925,0.547166667,0.282247191,0.259317978,1,5,6
23/07/14,"Clear, Few clouds, Partly cloudy",2014,7,22,0,0.748333333,0.6968,0.626741573,0.199617978,40,169,209
30/01/14,"Clear, Few clouds, Partly cloudy",2014,1,2,0,0.244583333,0.228766667,0.481123596,0.364941573,1,6,7
06/03/14,"Clear, Few clouds, Partly cloudy",2014,3,7,0,0.167083333,0.183466667,0.557865169,0.138794382,5,270,275
31/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,8,0,0.36875,0.349055556,0.871123596,0.198494382,19,126,145
06/04/14,"Clear, Few clouds, Partly cloudy",2014,4,13,0,0.442916667,0.439955556,0.338988764,0.3284,173,239,412
11/10/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,10,14,0,0.604583333,0.592566667,0.731123596,0.112365169,54,118,172
24/03/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,3,15,0,0.300416667,0.299011111,0.707865169,0.257070787,13,77,90
28/07/14,"Clear, Few clouds, Partly cloudy",2014,7,20,0,0.665833333,0.609433333,0.838988764,0.232888764,79,155,234
03/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,11,0,0.6625,0.635088889,0.66011236,0.3284,20,120,140
10/12/13,"Clear, Few clouds, Partly cloudy",2013,12,18,0,0.266666667,0.273711111,0.384494382,0.235135955,28,144,172
17/08/13,"Clear, Few clouds, Partly cloudy",2013,8,20,0,0.744583333,0.682355556,0.587865169,0.255947191,37,243,280
10/10/13,"Clear, Few clouds, Partly cloudy",2013,10,1,1,0.49,0.471922222,0.881123596,0.003370787,4,30,34
14/07/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,7,1,0,0.71,0.659277778,0.517865169,0.112365169,13,106,119
01/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,8,0,0.367916667,0.387133333,0.56,0.1045,12,669,681
19/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,7,0,0.505,0.499244444,1.002247191,0.002247191,18,240,258
14/06/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,6,23,0,0.62875,0.618322222,0.694494382,0.168694382,36,136,172
16/08/13,"Clear, Few clouds, Partly cloudy",2013,8,0,0,0.647083333,0.608877778,0.701235955,0.11461236,8,23,31
10/02/13,"Clear, Few clouds, Partly cloudy",2013,2,21,0,0.148333333,0.223766667,0.401235955,0.011235955,2,71,73
29/04/14,"Clear, Few clouds, Partly cloudy",2014,4,21,0,0.524583333,0.515,0.485617978,0.141041573,65,140,205
07/07/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,7,13,0,0.960416667,0.864711111,0.316741573,0.26381236,116,244,360
01/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,10,0,0.292083333,0.2877,0.90011236,0.173188764,45,212,257
23/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,15,0,0.721666667,0.657611111,0.43011236,0.138794382,191,281,472
26/02/13,"Clear, Few clouds, Partly cloudy",2013,2,21,0,0.284583333,0.276588889,0.661235955,0.2537,9,59,68
21/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,5,1,0.349166667,0.370266667,0.363370787,0.005617978,1,3,4
